county,Num Eligible,Num Ineligible,Percentage Eligible,rural
19013,23939,30012,44.37,0
19015,4075,6531,38.42,0
19017,3845,6541,37.02,1
19019,3194,5171,38.18,1
19021,3777,4782,44.13,1
19023,2387,3656,39.5,1
19025,1802,2281,44.13,1
19027,3766,4768,44.13,1
19029,2284,3085,42.54,1
19031,3186,4391,42.05,1
19033,7935,10479,43.09,0
19035,2116,2679,44.13,1
19037,1848,3143,37.03,1
19039,1740,2241,43.71,1
19041,2221,4243,34.36,1
19043,2623,4462,37.02,1
19045,8001,11027,42.05,0
19047,2997,3794,44.13,1
19049,11662,29771,28.15,0
19051,1599,1920,45.44,1
19053,1365,1759,43.69,1
19055,2714,4395,38.18,1
19057,7637,8437,47.51,0
19059,2399,4583,34.36,1
19061,15413,24952,38.18,0
19063,1272,2431,34.35,1
19065,3002,5106,37.03,1
19067,2875,3797,43.09,1
19069,1668,2555,39.5,1
19071,1179,1519,43.7,1
19073,1591,2014,44.13,1
19075,2052,3143,39.5,1
19077,1849,2497,42.54,1
19079,2505,3835,39.51,1
19081,1987,2624,43.09,1
19083,2810,4302,39.51,1
19085,2537,3428,42.53,1
19087,4021,4442,47.51,1
19089,1457,2478,37.03,1
19091,1598,2447,39.51,1
19093,1270,1608,44.13,1
19095,2697,3944,40.61,1
19097,3026,4899,38.18,1
19099,4520,9997,31.14,1
19101,2751,3303,45.44,1
19103,20118,41183,32.82,0
19105,3555,4899,42.05,1
19107,1762,2116,45.44,1
19109,2728,3602,43.1,1
19111,6586,7276,47.51,1
19113,30337,64539,31.98,0
19115,2127,2350,47.51,1
19117,1542,1986,43.71,1
19119,1617,3090,34.35,1
19121,1936,4943,28.14,1
19123,3897,4679,45.44,1
19125,3994,8834,31.14,1
19127,6493,9496,40.61,0
19129,2519,3403,42.54,1
19131,1943,2566,43.09,1
19133,1589,2011,44.14,1
19135,1353,1743,43.7,1
19137,1845,2376,43.71,1
19139,7447,10262,42.05,0
19141,1922,3671,34.36,1
19143,839,1603,34.36,1
19145,2716,3499,43.7,1
19147,1220,2331,34.36,1
19149,4245,5795,42.28,0
19151,1283,1624,44.13,1
19153,69671,134099,34.19,0
19155,16294,22011,42.54,0
19157,3022,4420,40.61,1
19159,832,1072,43.7,1
19161,1780,2253,44.14,1
19163,28583,43529,39.64,0
19165,2042,2759,42.53,1
19167,4862,9288,34.36,1
19169,15030,24090,38.42,0
19171,2773,4056,40.61,1
19173,1052,1355,43.71,1
19175,2168,2792,43.71,1
19177,1264,1518,45.43,1
19179,6223,7473,45.44,0
19181,6264,13854,31.14,0
19183,3963,4759,45.44,1
19185,1159,1493,43.7,1
19187,6159,9431,39.51,0
19189,1966,2596,43.1,1
19191,3088,5253,37.02,1
19193,17502,23895,42.28,0
19195,1369,1808,43.09,1
19197,2155,3299,39.51,1
20001,2315,2644,46.68,1
20003,1449,1654,46.7,1
20005,1922,4333,30.73,1
20007,695,961,41.97,1
20009,4197,5799,41.99,1
20011,2657,3034,46.69,1
20013,1118,2521,30.72,1
20015,8539,17226,33.14,0
20017,513,529,49.23,1
20019,675,697,49.2,1
20021,3580,4088,46.69,1
20023,473,643,42.38,1
20025,274,416,39.71,1
20027,1406,1973,41.61,1
20029,1566,2197,41.62,1
20031,1671,1725,49.2,1
20033,277,383,41.97,1
20035,6382,7442,46.17,1
20037,7206,8229,46.69,0
20039,498,677,42.38,1
20041,3189,4474,41.62,1
20043,883,1990,30.73,0
20045,20742,29017,41.68,0
20047,479,662,41.98,1
20049,497,513,49.21,1
20051,5220,7103,42.36,0
20053,1104,1549,41.61,1
20055,5287,8013,39.75,0
20057,4712,7141,39.75,0
20059,4808,5491,46.68,1
20061,6395,7588,45.73,0
20063,490,667,42.35,1
20065,436,593,42.37,1
20067,1010,1530,39.76,1
20069,776,1177,39.73,1
20071,232,316,42.34,1
20073,1201,1240,49.2,1
20075,345,523,39.75,1
20077,902,1247,41.97,1
20079,4133,8438,32.88,1
20081,519,786,39.77,1
20083,237,359,39.77,1
20085,1557,3509,30.73,1
20087,2159,4868,30.72,0
20089,507,711,41.63,1
20091,60005,185628,24.43,0
20093,547,829,39.75,1
20095,1230,1700,41.98,1
20097,405,560,41.97,1
20099,3732,4262,46.69,1
20101,285,387,42.41,1
20103,10340,20255,33.8,0
20105,509,715,41.58,1
20107,1211,2372,33.8,1
20109,498,677,42.38,1
20111,6430,6637,49.21,0
20113,4866,7504,39.34,1
20115,2362,2438,49.21,1
20117,1738,2439,41.61,1
20119,558,846,39.74,1
20121,4318,8458,33.8,1
20123,1004,1408,41.63,1
20125,6290,6492,49.21,1
20127,1077,1112,49.2,1
20129,371,563,39.72,1
20131,1780,2498,41.61,1
20133,2941,3358,46.69,1
20135,484,659,42.34,1
20137,984,1339,42.36,1
20139,1854,4180,30.73,1
20141,631,859,42.35,1
20143,994,1394,41.62,1
20145,1030,1424,41.97,1
20147,899,1223,42.37,1
20149,4412,5235,45.73,0
20151,1508,2083,41.99,1
20153,463,630,42.36,1
20155,9965,15369,39.33,0
20157,809,1135,41.62,1
20159,1517,2340,39.33,1
20161,12524,14861,45.73,0
20163,887,1207,42.36,1
20165,486,672,41.97,1
20167,1207,1642,42.37,1
20169,9406,13198,41.61,0
20171,930,1265,42.37,1
20173,84271,118651,41.53,0
20175,3017,4573,39.75,0
20177,33394,41502,44.59,0
20179,442,601,42.38,1
20181,1069,1455,42.35,1
20183,645,878,42.35,1
20185,670,926,41.98,1
20187,286,433,39.78,1
20189,722,1095,39.74,1
20191,3685,5092,41.98,0
20193,1431,1948,42.35,1
20195,507,691,42.32,1
20197,808,1822,30.72,1
20199,273,372,42.33,1
20201,959,1345,41.62,1
20203,387,527,42.34,1
20205,1722,1778,49.2,1
20207,624,644,49.21,1
20209,35892,26647,57.39,0
21001,4329,3020,58.91,1
21003,4432,3551,55.52,1
21005,4464,5638,44.19,1
21007,1461,1582,48.01,1
21009,9575,7672,55.52,1
21011,2669,2047,56.59,1
21013,6283,2786,69.28,1
21015,15334,35695,30.05,0
21017,3564,4402,44.74,1
21019,10362,8444,55.1,0
21021,6056,5641,51.77,1
21023,1758,1349,56.58,1
21025,3824,1064,78.23,1
21027,3395,4419,43.45,1
21029,12676,18842,40.22,0
21031,2663,2134,55.51,1
21033,2951,2168,57.65,1
21035,7007,7587,48.01,1
21037,15785,21128,42.76,0
21039,911,986,48.02,1
21041,1832,2452,42.76,1
21043,5718,4660,55.1,1
21045,3653,2548,58.91,1
21047,15003,12319,54.91,0
21049,6507,8036,44.74,1
21051,5095,2807,64.48,1
21053,2119,1478,58.91,1
21055,2098,1541,57.65,1
21057,1348,941,58.89,1
21059,16897,24659,40.66,0
21061,2610,2091,55.52,1
21063,1580,1287,55.11,1
21065,3419,2095,62.01,1
21067,58613,80690,42.08,0
21069,3156,2421,56.59,1
21071,9704,4386,68.87,1
21073,9642,12180,44.18,0
21075,1230,1332,48.01,1
21077,1475,1974,42.77,1
21079,3354,3124,51.78,1
21081,4230,5661,42.77,1
21083,6921,7495,48.01,1
21085,4390,5714,43.45,1
21087,2545,1775,58.91,1
21089,7722,6293,55.1,1
21091,1525,2022,42.99,1
21093,18699,23023,44.82,0
21095,6996,3102,69.28,1
21097,3290,4062,44.75,1
21099,4153,3328,55.51,1
21101,7515,9962,43.0,0
21103,1766,3802,31.72,1
21105,855,926,48.01,1
21107,10602,7789,57.65,1
21109,3245,1787,64.49,1
21111,149308,181794,45.09,0
21113,10484,9765,51.78,0
21115,6126,2769,68.87,1
21117,25571,42171,37.75,0
21119,3973,1105,78.24,1
21121,7872,3490,69.28,1
21123,2471,3216,43.45,1
21125,15684,8639,64.48,1
21127,3497,2850,55.1,1
21129,2060,573,78.24,1
21131,2930,815,78.24,1
21133,6006,1671,78.23,1
21135,2737,2099,56.6,1
21137,4804,4474,51.78,1
21139,2075,1525,57.64,1
21141,5903,4730,55.52,1
21143,1791,1470,54.92,1
21145,12816,13879,48.01,0
21147,4109,2288,64.23,1
21149,1535,2034,43.01,1
21151,22383,13719,62.0,0
21153,3143,1420,68.88,1
21155,3254,4235,43.45,1
21157,5977,6472,48.01,1
21159,3048,1378,68.87,1
21161,3582,2747,56.6,1
21163,4987,6490,43.45,1
21165,1280,981,56.61,1
21167,4237,5352,44.19,1
21169,2212,1773,55.51,1
21171,2441,1956,55.52,1
21173,5884,4512,56.6,1
21175,2872,2203,56.59,1
21177,7219,5304,57.65,1
21179,7768,10111,43.45,1
21181,1327,1638,44.76,1
21183,3989,5288,43.0,1
21185,7618,16397,31.72,0
21187,1912,2560,42.75,1
21189,1128,314,78.22,1
21191,2483,3324,42.76,1
21193,7936,2208,78.23,1
21195,15841,7160,68.87,1
21197,3169,1943,61.99,1
21199,15824,8812,64.23,1
21201,458,351,56.61,1
21203,4019,2213,64.49,1
21205,5160,3957,56.6,1
21207,4122,2876,58.9,1
21209,10062,12425,44.75,0
21211,5417,11659,31.72,0
21213,4218,3380,55.51,1
21215,3004,4466,40.21,1
21217,5962,4159,58.91,1
21219,2524,2072,54.92,1
21221,2899,2381,54.91,1
21223,955,2055,31.73,1
21225,2292,3039,42.99,1
21227,25029,28064,47.14,0
21229,1999,2601,43.46,1
21231,4758,2650,64.23,1
21233,2184,2895,43.0,1
21235,9574,4245,69.28,1
21237,1829,509,78.23,1
21239,5027,6350,44.19,1
22001,11917,10259,53.74,0
22003,3693,3885,48.73,1
22005,23256,24897,48.3,0
22007,4247,4010,51.44,1
22009,7779,5926,56.76,1
22011,5932,6242,48.73,1
22013,3048,1824,62.56,1
22015,24105,25078,49.01,0
22017,56968,39536,59.03,0
22019,38394,33864,53.13,0
22021,2228,1241,64.23,1
22023,1055,821,56.24,1
22025,1746,1330,56.76,1
22027,3327,1990,62.57,1
22029,3663,2790,56.76,1
22031,6296,3766,62.57,1
22033,95194,80568,54.16,0
22035,1724,960,64.23,1
22037,3534,3497,50.26,1
22039,8676,3880,69.1,1
22041,4572,2546,64.23,1
22043,4345,3310,56.76,1
22045,15099,10650,58.64,0
22047,5470,5413,50.26,0
22049,3474,1935,64.23,1
22051,92824,86591,51.74,0
22053,6049,4706,56.24,1
22055,40502,57505,41.33,0
22057,19692,18593,51.44,0
22059,2898,2207,56.77,1
22061,11369,6801,62.57,0
22063,23337,28769,44.79,0
22065,2314,1289,64.22,1
22067,5923,3299,64.23,1
22069,8811,5271,62.57,1
22071,88313,70513,55.6,0
22073,35795,25863,58.05,0
22075,4657,4007,53.75,0
22077,3755,3715,50.27,1
22079,27643,20410,57.53,0
22081,1789,1070,62.57,1
22083,4634,2581,64.23,1
22085,5204,3113,62.57,1
22087,8668,7458,53.75,0
22089,8923,9957,47.26,0
22091,1792,2209,44.79,1
22093,3430,3827,47.26,1
22095,7213,8049,47.26,0
22097,22132,9898,69.1,0
22099,11178,7885,58.64,0
22101,9814,9441,50.97,1
22103,41784,61756,40.36,0
22105,28878,21188,57.68,0
22107,959,534,64.23,1
22109,21764,20935,50.97,0
22111,4878,2717,64.23,1
22113,11875,10222,53.74,0
22115,10365,7653,57.53,1
22117,9858,7233,57.68,1
22119,6922,7202,49.01,1
22121,4920,4869,50.26,0
22123,2255,1256,64.23,1
22125,2769,2740,50.26,1
22127,2696,2054,56.76,1
23001,18301,28022,39.51,0
23003,15965,14267,52.81,1
23005,41735,92195,31.16,0
23007,7000,6065,53.58,1
23009,9930,15276,39.4,1
23011,22595,31208,42.0,1
23013,7269,11182,39.4,1
23015,6305,9699,39.4,1
23017,13733,11898,53.58,1
23019,32386,33487,49.16,0
23021,3992,3459,53.58,1
23023,4323,11124,27.99,1
23025,11999,10396,53.58,1
23027,7088,10904,39.4,1
23029,7397,6611,52.81,1
23031,26122,61688,29.75,0
24001,12927,15618,45.29,1
24003,62031,162772,27.59,0
24005,126949,205576,38.18,0
24009,8984,25317,26.19,1
24011,5186,8234,38.64,1
24013,16139,48023,25.15,0
24015,16149,24851,39.39,0
24017,18820,40661,31.64,0
24019,5068,8047,38.64,1
24021,28438,75247,27.43,0
24023,5466,6604,45.29,1
24025,31026,70170,30.66,0
24027,28533,92012,23.67,0
24029,2989,4746,38.64,1
24031,117105,271104,30.17,0
24033,145326,200979,41.96,0
24035,7769,12337,38.64,0
24037,11011,31021,26.2,1
24039,4718,5132,47.9,1
24041,5844,9279,38.64,1
24043,28156,32485,46.43,0
24045,19850,21590,47.9,0
24047,10053,10934,47.9,1
24510,138663,115707,54.51,0
25001,35648,67370,34.6,0
25003,26909,30786,46.64,0
25005,111978,121413,47.98,0
25007,3129,6047,34.1,1
25009,134550,175003,43.47,0
25011,11522,15883,42.04,1
25013,97159,86922,52.78,0
25015,26608,37737,41.35,0
25017,209028,426666,32.88,0
25019,2165,4185,34.09,1
25021,91327,185106,33.04,0
25023,73590,128777,36.36,0
25025,155403,160104,49.26,0
25027,137905,196049,41.29,0
26001,2381,2485,48.93,1
26003,1744,1794,49.29,1
26005,16748,27723,37.66,0
26007,6768,7065,48.93,1
26009,4518,5964,43.1,1
26011,3442,3562,49.14,1
26013,1641,1839,47.16,1
26015,10106,14561,40.97,1
26017,18908,25957,42.14,0
26019,2756,4767,36.63,1
26021,30118,35646,45.8,0
26023,7132,9833,42.04,1
26025,21743,31328,40.97,0
26027,10125,10232,49.74,0
26029,5025,6633,43.1,1
26031,5989,6251,48.93,1
26033,7253,7463,49.29,1
26035,6072,5741,51.4,1
26037,11211,20781,35.04,0
26039,3041,3175,48.92,1
26041,7276,7486,49.29,1
26043,5220,5850,47.15,1
26045,15469,28675,35.04,0
26047,6579,8684,43.1,1
26049,85629,81813,51.14,0
26051,5823,6026,49.14,1
26053,2893,3242,47.16,1
26055,14612,25270,36.64,1
26057,8219,7770,51.4,1
26059,8480,9260,47.8,1
26061,7516,8424,47.15,1
26063,5807,7461,43.77,1
26065,51935,63814,44.87,0
26067,11510,13378,46.25,1
26069,5788,5989,49.15,1
26071,2341,2624,47.15,1
26073,12673,11981,51.4,0
26075,24206,37731,39.08,0
26077,45598,60044,43.16,0
26079,3460,4568,43.1,1
26081,92417,160675,36.52,0
26083,410,460,47.13,1
26085,2113,2658,44.29,1
26087,14574,20374,41.7,0
26089,3421,5917,36.64,1
26091,18433,20127,47.8,0
26093,18701,56670,24.81,0
26095,1053,1083,49.3,1
26097,2137,2199,49.29,1
26099,148406,209794,41.43,0
26101,3840,6641,36.64,1
26103,13285,14888,47.16,0
26105,5075,6384,44.29,1
26107,6843,7953,46.25,1
26109,4633,4767,49.29,1
26111,15204,20871,42.15,0
26113,2904,3833,43.11,1
26115,24463,37094,39.74,0
26117,11476,13339,46.25,1
26119,2144,2238,48.93,1
26121,33870,33838,50.02,0
26123,8728,10980,44.29,1
26125,170490,359792,32.15,0
26127,4655,5856,44.29,1
26129,4765,4931,49.14,1
26131,1169,1310,47.16,1
26133,3945,4585,46.25,1
26135,1926,2010,48.93,1
26137,5873,6131,48.93,1
26139,37192,72853,33.8,0
26141,3038,3171,48.93,1
26143,5380,5567,49.15,1
26145,40597,39549,50.65,0
26147,27458,38866,41.4,0
26149,9688,13357,42.04,1
26151,7508,9646,43.77,1
26153,1587,1633,49.29,1
26155,10702,17482,37.97,0
26157,9857,12665,43.77,1
26159,14831,14988,49.74,0
26161,52526,96624,35.22,0
26163,368229,326725,52.99,0
26165,6495,8573,43.1,1
27001,2474,3915,38.72,1
27003,42252,93016,31.24,0
27005,5546,8636,39.11,1
27007,7596,11282,40.24,1
27009,5877,10168,36.63,0
27011,909,1291,41.32,1
27013,10250,17090,37.49,0
27015,4194,6399,39.59,1
27017,5708,9031,38.73,1
27019,11954,28216,29.76,0
27021,4998,7328,40.55,1
27023,2218,3147,41.34,1
27025,7986,14148,36.08,1
27027,10802,16448,39.64,0
27029,1343,2091,39.11,1
27031,1015,1486,40.58,1
27033,1865,2880,39.3,1
27035,11532,15651,42.42,1
27037,51461,118491,30.28,0
27039,3396,5148,39.75,1
27041,6868,9748,41.33,1
27043,2254,3439,39.59,1
27045,3453,5235,39.74,1
27047,5002,7631,39.59,1
27049,7411,11771,38.64,1
27051,1069,1517,41.34,1
27053,178952,352799,33.65,0
27055,3065,4648,39.74,0
27057,3547,5200,40.55,1
27059,5803,10281,36.08,1
27061,7483,10971,40.55,1
27063,1618,2498,39.31,1
27065,2527,3997,38.73,1
27067,6640,11417,36.77,1
27069,663,1033,39.09,1
27071,2004,2938,40.55,1
27073,1183,1678,41.35,1
27075,1976,2892,40.59,1
27077,594,925,39.1,1
27079,4347,6774,39.09,1
27081,912,1409,39.29,1
27083,4091,6317,39.31,1
27085,5582,9598,36.77,1
27087,854,1329,39.12,1
27089,1424,2218,39.1,1
27091,3242,4945,39.6,1
27093,3552,6107,36.77,1
27095,3732,6612,36.08,1
27097,5932,8052,42.42,1
27099,6514,9876,39.74,0
27101,1323,2043,39.3,1
27103,5110,8520,37.49,1
27105,3608,5572,39.3,1
27107,1016,1582,39.11,1
27109,19086,46181,29.24,0
27111,9936,15129,39.64,1
27113,2206,3435,39.11,1
27115,4552,7202,38.73,1
27117,1525,2354,39.31,1
27119,4917,7657,39.1,0
27121,1990,2825,41.33,1
27123,87823,130980,40.14,0
27125,619,964,39.1,1
27127,2496,3854,39.31,1
27129,2235,3843,36.77,1
27131,10169,15849,39.08,0
27133,1570,2425,39.3,1
27135,2417,3764,39.1,1
27137,35713,50256,41.54,0
27139,16345,39938,29.04,0
27141,11322,25029,31.15,0
27143,2253,3874,36.77,1
27145,22538,38876,36.7,0
27147,5670,8837,39.08,0
27149,1703,2417,41.33,1
27151,1733,2460,41.33,1
27153,4405,5978,42.43,1
27155,592,841,41.31,1
27157,3331,5291,38.63,1
27159,2454,3331,42.42,1
27161,2875,4481,39.08,1
27163,27490,74980,26.83,0
27165,1821,2779,39.59,1
27167,1075,1637,39.64,1
27169,7736,12288,38.63,0
27171,13898,38546,26.5,0
27173,1677,2380,41.34,1
28001,6452,4631,58.22,1
28003,7900,6239,55.87,1
28005,2780,1995,58.22,1
28007,3999,2497,61.56,1
28009,1738,1373,55.87,1
28011,7182,3979,64.35,1
28013,2569,2510,50.58,1
28015,2234,1395,61.56,1
28017,3312,3236,50.58,1
28019,1749,1594,52.32,1
28021,1995,1432,58.21,1
28023,3548,2474,58.92,1
28025,3952,3601,52.32,1
28027,4726,3193,59.68,1
28029,5590,5037,52.6,1
28031,3692,2711,57.66,1
28033,27132,41835,39.34,0
28035,15131,15561,49.3,0
28037,1676,1203,58.21,1
28039,4429,4905,47.45,1
28041,2724,2001,57.65,1
28043,4834,3018,61.56,1
28045,8377,9276,47.45,0
28047,38343,42880,47.21,0
28049,51965,40503,56.2,0
28051,3800,2373,61.56,1
28053,1804,1000,64.34,1
28055,311,172,64.39,1
28057,4622,4516,50.58,1
28059,26306,30678,46.16,0
28061,3052,2529,54.69,1
28063,1584,1137,58.21,1
28065,2279,1673,57.67,1
28067,13541,9944,57.66,1
28069,1676,1389,54.68,1
28071,10808,10559,50.58,0
28073,12431,12784,49.3,0
28075,16586,11562,58.92,0
28077,2626,1885,58.21,1
28079,3967,3287,54.69,1
28081,15642,16409,48.8,0
28083,6334,3955,61.56,1
28085,7624,5473,58.21,1
28087,12486,11376,52.33,0
28089,15942,24290,39.63,0
28091,4733,4867,49.3,1
28093,7674,6061,55.87,1
28095,6619,6467,50.58,1
28097,2194,1370,61.56,1
28099,5425,4495,54.69,1
28101,4837,3372,58.92,1
28103,2181,1987,52.33,1
28105,10983,10006,52.33,0
28107,7338,4958,59.68,1
28109,10211,11307,47.45,1
28111,2227,2290,49.3,1
28113,8808,6323,58.21,1
28115,5851,6138,48.8,1
28117,5685,4489,55.88,1
28119,1365,923,59.66,1
28121,21213,37960,35.85,0
28123,5221,4326,54.69,1
28125,881,488,64.35,1
28127,3505,6272,35.85,1
28129,2650,2196,54.68,1
28131,3333,3691,47.45,1
28133,6019,3335,64.35,1
28135,2809,1898,59.68,1
28137,6202,4190,59.68,1
28139,4959,3917,55.87,1
28141,4285,3384,55.87,1
28143,2162,1461,59.67,1
28145,5213,5469,48.8,1
28147,3034,2178,58.21,1
28149,8810,7940,52.6,0
28151,10412,5769,64.35,0
28153,3983,2925,57.66,1
28155,2106,1919,52.32,1
28157,1876,1347,58.21,1
28159,3755,3421,52.33,1
28161,2789,1741,61.57,1
28163,3906,5951,39.63,1
29001,3875,5293,42.27,1
29003,3172,3830,45.3,0
29005,883,1165,43.12,1
29007,3488,5881,37.23,1
29009,6772,6621,50.56,1
29011,2484,2354,51.34,1
29013,1731,4500,27.78,1
29015,4041,3682,52.32,1
29017,2242,1838,54.95,1
29019,27659,46238,37.43,0
29021,14834,17913,45.3,0
29023,8733,7177,54.89,1
29025,1284,2186,37.0,1
29027,6485,10370,38.48,1
29029,6988,8018,46.57,1
29031,16306,16170,50.21,0
29033,1353,1772,43.3,1
29035,1078,886,54.89,1
29037,11636,30250,27.78,0
29039,3029,2871,51.34,1
29041,1180,1545,43.3,1
29043,12189,21564,36.11,0
29045,1015,1387,42.26,1
29047,30410,69312,30.49,0
29049,3085,5252,37.0,1
29051,11319,18101,38.47,0
29053,2725,3569,43.3,1
29055,3755,5337,41.3,1
29057,1617,1532,51.35,1
29059,3556,3241,52.32,1
29061,1405,1854,43.11,1
29063,1930,2330,45.31,1
29065,2990,2457,54.89,1
29067,2589,1944,57.11,1
29069,6001,4920,54.95,1
29071,17049,24233,41.3,1
29073,2627,2890,47.62,1
29075,1026,1353,43.13,1
29077,55478,73667,42.96,0
29079,1634,2156,43.11,1
29081,1359,1793,43.12,1
29083,4685,4440,51.34,1
29085,1724,1571,52.32,1
29087,703,928,43.1,1
29089,1616,2116,43.3,1
29091,8892,6677,57.11,1
29093,1976,1624,54.89,1
29095,115171,187710,38.03,0
29097,21627,25502,45.89,0
29099,27932,60874,31.45,0
29101,7868,13396,37.0,0
29103,573,783,42.26,1
29105,7508,6842,52.32,1
29107,4804,8179,37.0,0
29109,8112,7688,51.34,1
29111,1536,2098,42.27,1
29113,8322,14033,37.23,1
29115,1978,2610,43.11,1
29117,2425,3200,43.11,1
29119,4568,4467,50.56,1
29121,2328,3180,42.27,1
29123,2618,2152,54.88,1
29125,1497,1647,47.61,1
29127,4366,5964,42.27,1
29129,590,778,43.13,1
29131,4041,4637,46.57,1
29133,2669,2188,54.95,1
29135,2530,2904,46.56,1
29137,1326,1811,42.27,1
29139,1582,2667,37.23,1
29141,3434,3941,46.56,1
29143,3487,2859,54.95,1
29145,10332,12184,45.89,0
29147,3537,4667,43.11,1
29149,1933,1451,57.12,1
29151,2358,2595,47.61,1
29153,1913,1436,57.12,1
29155,3323,2724,54.95,1
29157,3565,3616,49.64,1
29159,6846,8965,43.3,0
29161,7925,8721,47.61,0
29163,2458,4144,37.23,1
29165,13222,30994,29.9,0
29167,6568,5985,52.32,1
29169,9580,10543,47.61,1
29171,780,1030,43.09,1
29173,1585,2165,42.27,1
29175,3937,5156,43.3,1
29177,3373,5742,37.0,1
29179,1265,1039,54.9,1
29181,2215,1820,54.89,1
29183,33242,124643,21.05,0
29185,1982,1879,51.33,1
29186,3476,3526,49.64,1
29187,12590,12770,49.65,1
29189,134663,277181,32.7,0
29195,3717,4867,43.3,1
29197,672,887,43.1,1
29199,721,985,42.26,1
29201,7596,7533,50.21,1
29203,1457,1197,54.9,1
29205,935,1277,42.27,1
29207,6085,4988,54.95,1
29209,6092,5956,50.56,1
29211,998,1317,43.11,1
29213,10993,10748,50.56,1
29215,5477,4112,57.12,1
29217,4207,3987,51.34,1
29219,4963,8369,37.23,1
29221,4424,4487,49.65,1
29223,2276,1871,54.88,1
29225,5363,9488,36.11,1
29227,328,433,43.1,1
29229,4069,3055,57.12,1
29510,67039,73681,47.64,0
30001,1611,2400,40.16,1
30003,1990,3101,39.09,1
30005,1167,1700,40.7,1
30007,1122,1634,40.71,1
30009,1735,2528,40.7,1
30011,214,333,39.12,1
30013,14414,20072,41.8,0
